"log_text","label","suggested_fix"
"npm ci failed: The package-lock.json file was not found. npm ci can only install packages when package.json and package-lock.json are in sync.","npm_missing_lockfile","Commit package-lock.json or use npm install to generate it before running npm ci."
"Run npm ci returned EUSAGE: Missing package-lock.json. This command requires an existing lockfile with lockfileVersion.","npm_missing_lockfile","Generate and commit package-lock.json, then rerun the pipeline."
"CI error in frontend install step: npm ERR! code EUSAGE npm ERR! The npm ci command can only install with an existing package-lock.json.","npm_missing_lockfile","Add the missing package-lock.json file to source control."
"GitHub Actions install dependencies failed because package-lock.json or npm-shrinkwrap.json was not present in the repository.","npm_missing_lockfile","Run npm install locally and commit the generated lockfile."
"Docker build step failed at RUN npm ci with npm ERR! Missing lockfile: package-lock.json was not copied into the image.","npm_missing_lockfile","Ensure package-lock.json exists and is copied before npm ci in the Dockerfile."
"npm install: Error The lockfile was not found, running npm install instead.","npm_missing_lockfile","Generate lockfile locally with npm install and commit it to git."
"CI pipeline error: npm ci requires package-lock.json to be in the repository root directory.","npm_missing_lockfile","Ensure package-lock.json is present and committed to the repository."
"Cannot run npm ci without a valid package-lock.json or npm-shrinkwrap.json file in the project directory.","npm_missing_lockfile","Create the lockfile by running npm install and committing it."
"npm ERR! The npm ci command is a strict, non-interactive automated install and cannot proceed without package-lock.json.","npm_missing_lockfile","Commit the lockfile generated by npm install to enable CI builds."
"Frontend job failed: package-lock.json is required for reproducible builds in CI environments.","npm_missing_lockfile","Generate package-lock.json locally and push to repository."
"npm ci error: Expected package-lock.json or npm-shrinkwrap.json in the current working directory.","npm_missing_lockfile","Ensure the lockfile exists in the repository root."
"Installation failed because neither package-lock.json nor npm-shrinkwrap.json could be found.","npm_missing_lockfile","Run npm install to generate the package-lock.json file."
"GitHub Actions step failed: npm ci cannot find package-lock.json after checkout.","npm_missing_lockfile","Ensure the lockfile is tracked in git and pushed to the branch."
"npm install step error: lockfile is required for npm ci. Use npm install or commit the lockfile.","npm_missing_lockfile","Commit package-lock.json to version control."
"CI build failed at dependency install: package-lock.json not found in build context.","npm_missing_lockfile","Add and commit package-lock.json to the repository."
"npm ci failed: no package-lock.json located in /github/workspace/frontend directory.","npm_missing_lockfile","Generate and commit package-lock.json in the frontend directory."
"Cannot proceed with npm ci: package-lock.json is missing. Please use npm install.","npm_missing_lockfile","Run npm install locally and commit the generated lockfile."
"npm ERR! package-lock.json required for ci installation. Commit the file to source control.","npm_missing_lockfile","Ensure package-lock.json is in your git repository."
"CI pipeline halted: npm ci requires a lockfile which was not found in this repository.","npm_missing_lockfile","Generate package-lock.json and push to your default branch."
"npm install failed: cannot find or access package-lock.json file needed for ci mode.","npm_missing_lockfile","Create package-lock.json by running npm install and committing it."
"Frontend build step failed: Missing required package-lock.json for consistent dependency resolution.","npm_missing_lockfile","Commit the lockfile generated by npm install."
"npm ci error: --prefer-offline mode requires package-lock.json to be present.","npm_missing_lockfile","Ensure package-lock.json exists in the repository."
"GitHub Actions: npm ci cannot function without a valid package-lock.json file.","npm_missing_lockfile","Generate and commit package-lock.json."
"npm test failed: npm ERR! Missing script: test. To see a list of scripts, run npm run.","npm_missing_test_script","Add a test script to package.json or update CI to run the correct npm script."
"CI pipeline failed at Run npm test with npm ERR! missing script: test and exited with code 1.","npm_missing_test_script","Define scripts.test in package.json, for example using jest, vitest, or react-scripts."
"Frontend test job failed: npm ERR! Missing script: test. package.json contains build and lint but no test command.","npm_missing_test_script","Add a valid test command or remove the test step from the workflow."
"Node test step returned Lifecycle script test not found in package.json during GitHub Actions run.","npm_missing_test_script","Create the missing npm test script in package.json."
"npm run test produced: Missing script test. Available scripts are dev, build, preview.","npm_missing_test_script","Point the workflow to an existing script or add a new test script."
"Test step error: npm ERR! Unknown script: test. Check package.json for valid script names.","npm_missing_test_script","Add test script to package.json or use existing script name."
"npm ERR! The test script is not defined in package.json scripts section.","npm_missing_test_script","Define a test script in package.json like test: jest or test: vitest."
"CI failed: No npm script named test found. Available: dev, build, lint.","npm_missing_test_script","Add test script to package.json or modify the CI workflow."
"npm run test could not find the test script in your package.json configuration.","npm_missing_test_script","Configure the test script in package.json."
"GitHub Actions test job: npm ERR! missing script: test in package.json.","npm_missing_test_script","Add scripts.test to your package.json."
"npm ERR! code ENOENT: Cannot find test script. Add it to package.json.","npm_missing_test_script","Define a test script in your package.json."
"Test command failed: npm ERR! Missing script test. Please add it to package.json.","npm_missing_test_script","Add a test script to package.json."
"CI step failed: npm ERR! Missing script test from package.json.","npm_missing_test_script","Add the test script to package.json."
"npm run test returned: script not found. Define it in package.json.","npm_missing_test_script","Add test to the scripts section of package.json."
"npm install failed with ERESOLVE unable to resolve dependency tree while resolving frontend project peer dependencies.","npm_install_failed","Resolve dependency version conflicts or run with an intentional legacy peer dependency strategy."
"Install dependencies failed: npm ERR! code ETARGET No matching version found for vite@99.0.0.","npm_install_failed","Correct the invalid package version in package.json or package-lock.json."
"npm install exited with code 1 after npm ERR! network timeout while trying to fetch package from registry.npmjs.org.","npm_install_failed","Retry the job and verify npm registry/network access or configure a reliable registry mirror."
"CI install step failed: npm ERR! 404 Not Found for private package @company/ui-kit because authentication token was missing.","npm_install_failed","Configure the npm auth token or package registry credentials in CI secrets."
"npm ci failed with integrity checksum mismatch for dependency tarball in package-lock.json.","npm_install_failed","Regenerate package-lock.json and clear the npm cache if the lockfile is corrupted."
"npm install error: unable to resolve dependency tree due to conflicting peer dependency versions.","npm_install_failed","Use npm install --legacy-peer-deps or update package versions."
"npm ERR! ERESOLVE unable to resolve dependency tree for react@18 and react-dom@17.","npm_install_failed","Update dependencies to compatible versions."
"npm install failed: ETARGET npm cannot find version 1.99.0 of package lodash.","npm_install_failed","Correct the package version in package.json."
"CI dependency step failed: npm ERR! 403 Forbidden when downloading private package @org/lib.","npm_install_failed","Ensure npm authentication tokens are configured in CI environment."
"npm install exited with code 1: unable to resolve dependency tree.","npm_install_failed","Fix dependency conflicts or use --legacy-peer-deps flag."
"npm ERR! code ETARGET when trying to install @babel/core@99.0.0.","npm_install_failed","Use a valid version from npm registry."
"npm ci failed: unable to resolve dependency tree, peer dependencies conflict.","npm_install_failed","Resolve version conflicts in package.json."
"npm install error: network connection timeout. Failed to download packages.","npm_install_failed","Check network connectivity and retry or use npm config set registry."
"npm ERR! 404 package not found: @myorg/missing-package.","npm_install_failed","Verify package name and ensure it exists in the registry."
"npm install step failed: dependency resolution failed due to incompatible versions.","npm_install_failed","Update to compatible package versions."
"npm run build failed: TypeScript error TS2307 Cannot find module '@/components/Button' or its corresponding type declarations.","npm_build_failed","Fix the import path, alias configuration, or missing source file before rebuilding."
"Vite production build failed: Rollup failed to resolve import react-router-dom from src/App.tsx.","npm_build_failed","Install the missing frontend dependency or correct the import."
"React build failed with ESLint error no-unused-vars treated as warnings because process.env.CI=true.","npm_build_failed","Fix build-blocking lint errors or adjust the CI build policy."
"npm run build exited with code 1: Type error Property id does not exist on type User in src/pages/UsersPage.tsx.","npm_build_failed","Resolve TypeScript build errors and rerun the build."
"Frontend build failed: vite build returned out of memory JavaScript heap limit reached during bundle generation.","npm_build_failed","Reduce bundle pressure or increase Node memory for the build step."
"npm run build error: SyntaxError Unexpected token } in src/components/Header.tsx.","npm_build_failed","Fix the syntax error in the source file."
"Build failed: TypeScript compilation error in src/services/api.ts at line 45.","npm_build_failed","Correct the TypeScript errors before building."
"npm build step failed with Rollup error when bundling due to missing export from dependency.","npm_build_failed","Ensure all dependencies export the expected members."
"Webpack build failed: Module not found: Error: Can't resolve './components' in src.","npm_build_failed","Correct the import paths or ensure files exist."
"Vite build error: failed to resolve entry point, cannot find src/main.tsx.","npm_build_failed","Ensure the entry point file exists at the correct path."
"npm run build failed: TypeScript error TS1005 Expected semicolon in src/main.tsx.","npm_build_failed","Fix TypeScript syntax errors."
"Build failed: Cannot find module react-dom/client during webpack bundling.","npm_build_failed","Install the missing dependency and rebuild."
"npm build exited with code 1 due to critical build errors in the stylesheet.","npm_build_failed","Fix CSS syntax errors or missing imports."
"Build failed: Babel transpilation error in src/utils/helpers.ts.","npm_build_failed","Ensure Babel configuration is correct and fix transpilation errors."
"npm run build error: Cannot read property map of undefined.","npm_build_failed","Fix runtime errors in build scripts or source files."
"Frontend build failed: Minification failed due to syntax errors in JavaScript.","npm_build_failed","Fix JavaScript syntax before minifying."
"npm build step: Rollup failed to resolve CSS import in src/index.tsx.","npm_build_failed","Ensure CSS files are importable or configure the build tool."
"Build process failed: TypeScript strict mode errors in src/pages.","npm_build_failed","Resolve type errors in source files."
"npm run build: vite bundling failed due to circular dependency detected.","npm_build_failed","Refactor imports to eliminate circular dependencies."
"Frontend build error: Cannot find .d.ts types for installed dependency.","npm_build_failed","Install @types package or update TypeScript declarations."
"Python job failed: ModuleNotFoundError: No module named 'fastapi' while importing app.main in tests.","python_missing_dependency","Add the missing package to requirements.txt and install dependencies in the CI job."
"pytest collection failed because ImportError: No module named sqlalchemy in backend tests.","python_missing_dependency","Declare sqlalchemy in backend requirements and ensure pip install runs before tests."
"Backend startup failed in CI: ModuleNotFoundError: No module named 'pydantic_settings'.","python_missing_dependency","Add pydantic-settings to requirements and rebuild the environment."
"Python lint job failed to import httpx because the dependency is not installed in the virtual environment.","python_missing_dependency","Install all required Python dependencies from requirements.txt."
"Test runner crashed: ImportError No module named dotenv when loading app.core.config.","python_missing_dependency","Add python-dotenv to the backend dependency file."
"Backend CI step failed: ModuleNotFoundError: No module named 'langchain'.","python_missing_dependency","Add langchain to requirements.txt and install dependencies."
"Python import error: No module named sqlalchemy.ext.asyncio.","python_missing_dependency","Ensure sqlalchemy is listed in requirements.txt."
"CI failed: ImportError: No module named openai when running app.agents.","python_missing_dependency","Install openai by adding it to requirements.txt."
"Backend test step error: ModuleNotFoundError: No module named 'jose' (python-jose).","python_missing_dependency","Add python-jose to requirements.txt."
"Python failed: ImportError: cannot import name AsyncSession from sqlalchemy.orm.","python_missing_dependency","Ensure sqlalchemy version supports AsyncSession in requirements."
"Test execution failed: No module named passlib.","python_missing_dependency","Add passlib to requirements.txt."
"Backend CI: ModuleNotFoundError: No module named 'redis'.","python_missing_dependency","Add redis to Python dependencies."
"CI job failed: ImportError: No module named 'requests' in utils/http_client.py.","python_missing_dependency","Add requests to requirements.txt."
"Python failed to import 'celery': ModuleNotFoundError.","python_missing_dependency","Add celery to requirements.txt if needed."
"Backend startup: ModuleNotFoundError: No module named 'prometheus_client'.","python_missing_dependency","Add prometheus-client to requirements if monitoring is enabled."
"Run pytest failed: /bin/bash: pytest: command not found in GitHub Actions backend-test job.","pytest_not_found","Install pytest before running tests or include it in requirements.txt."
"CI command pytest tests/ returned command not found after dependency installation was skipped.","pytest_not_found","Ensure the workflow installs test dependencies before invoking pytest."
"Python test step failed with No module named pytest when running python -m pytest.","pytest_not_found","Add pytest to the environment and verify the active Python interpreter."
"Backend tests did not start: pytest executable not available in PATH on ubuntu-latest runner.","pytest_not_found","Install pytest in the CI job or use a requirements file that includes it."
"Pipeline failed at Run unit tests: sh: 1: pytest: not found inside Docker test image.","pytest_not_found","Include pytest in the image or install development test dependencies."
"CI test job: bash: pytest: command not found. Ensure pytest is installed.","pytest_not_found","Add pytest to requirements.txt and install before running tests."
"Test execution failed: /bin/sh: 1: pytest-cov: not found.","pytest_not_found","Install pytest-cov by adding to requirements.txt."
"Python -m pytest failed: No module named pytest.","pytest_not_found","Install pytest: pip install pytest."
"Backend CI: pytest: command not found after setup.py install.","pytest_not_found","Add pytest to setup.py or requirements.txt."
"Test runner error: pytest not found in virtual environment.","pytest_not_found","Ensure pytest is installed in the active environment."
"CI failed: Cannot find pytest executable in PATH.","pytest_not_found","Install pytest before running tests."
"Backend job: pytest command not available. Run pip install pytest.","pytest_not_found","Install pytest as a development dependency."
"ModuleNotFoundError: No module named 'app' during pytest collection from repository root.","module_not_found","Set PYTHONPATH or run tests from the backend directory."
"ImportError while importing test module: No module named 'backend.app.services'.","module_not_found","Fix Python package imports or configure the project root in PYTHONPATH."
"CI failed: ModuleNotFoundError: No module named 'src' when running application tests after moving files.","module_not_found","Update imports to match the package layout or add the correct source path."
"Python reported No module named app.core.config because tests were launched outside the backend folder.","module_not_found","Run pytest from backend or configure PYTHONPATH to include backend."
"Test collection error: attempted relative import with no known parent package in tests/test_agent.py.","module_not_found","Use package-aware imports and ensure __init__.py/package layout is correct."
"ImportError: No module named 'app.api.routes.agent' in test_agent_integration.py.","module_not_found","Ensure app package is properly initialized with __init__.py files."
"CI test step: ImportError cannot import name DevopsAgent from app.agents.","module_not_found","Verify the class exists or check the import statement."
"ModuleNotFoundError: No module named app when pytest runs from wrong directory.","module_not_found","Change to the backend directory before running tests."
"Python import failed: attempted relative import beyond top-level package.","module_not_found","Fix import statements to use absolute imports from the package root."
"Test file cannot find app.models because __init__.py is missing.","module_not_found","Add __init__.py to all Python package directories."
"CI error: ImportError: No module named app.core during test discovery.","module_not_found","Ensure PYTHONPATH includes the backend directory."
"Test execution error: No module named myapp in setup.py test.","module_not_found","Install the package with pip install -e . first."
"pytest collection failed: cannot import test_helpers from tests.conftest.","module_not_found","Verify conftest.py and helper files exist."
"ImportError while loading tests: No module named app.services.memory.","module_not_found","Ensure the module exists and is in PYTHONPATH."
"CI test: ImportError from tests/test_database.py cannot find app.core.database.","module_not_found","Fix the import or ensure the module exists."
"Maven test phase failed: There are test failures. Please refer to target/surefire-reports for details.","maven_test_failed","Open surefire reports, fix failing unit tests, and rerun mvn test."
"mvn test exited with code 1: Failed tests: UserServiceTest.shouldCreateUser expected 201 but was 400.","maven_test_failed","Fix the failing Java test or the application behavior it validates."
"Maven Surefire Plugin failed: No tests were executed because test classes did not match naming conventions.","maven_test_failed","Rename tests or configure the Surefire includes correctly."
"Java CI failed during mvn test with AssertionError in PaymentControllerTest when validating response body.","maven_test_failed","Inspect the failing assertion and update code or test expectations."
"Build failed in test phase: org.opentest4j.AssertionFailedError in integration tests under target/surefire-reports.","maven_test_failed","Review the Maven test report and fix the failing test case."
"mvn test failed: 1 test(s) failed. See target/surefire-reports/TEST-ApiTest.xml for details.","maven_test_failed","Review test output and fix failing assertions."
"Maven test failure: NullPointerException in UserControllerTest at line 42.","maven_test_failed","Fix the null reference or test setup."
"mvn test error: Tests run: 10, Failures: 2, Errors: 0 in CI pipeline.","maven_test_failed","Review failing tests and fix implementation."
"Java test failed: com.example.app.DatabaseConnectionTest failed with timeout.","maven_test_failed","Debug database connection issues in tests."
"Maven: java.lang.IllegalArgumentException in test with invalid parameter.","maven_test_failed","Review test case and fix invalid inputs."
"mvn test: FAILURE timeout waiting for test results after 60 seconds.","maven_test_failed","Increase test timeout or debug hanging tests."
"CI Maven tests: Caused by: java.io.IOException when reading test fixtures.","maven_test_failed","Ensure test fixtures and files are accessible."
"Maven test failure: AssertionError expected null but was user123.","maven_test_failed","Fix assertion or test logic."
"Docker build failed: COPY package.json package-lock.json ./ returned no source files were specified.","docker_build_failed","Fix Dockerfile COPY paths and ensure required files exist in the build context."
"Dockerfile build failed at RUN pip install -r requirements.txt because requirements.txt was not found.","docker_build_failed","Copy requirements.txt before installing or correct the Docker build context."
"docker buildx build failed: failed to solve process /bin/sh -c npm run build did not complete successfully.","docker_build_failed","Inspect the failing Dockerfile step and fix the command or required dependencies."
"Docker build error: pull access denied for base image company/private-node, repository does not exist or may require login.","docker_build_failed","Use a valid base image or authenticate to the private registry."
"Image build failed: failed to compute cache key because backend/app directory was excluded by .dockerignore.","docker_build_failed","Update .dockerignore or Dockerfile paths so required files are included."
"Docker build step: FROM python:3.11-slim: image not found.","docker_build_failed","Use a valid Python base image from Docker Hub."
"docker build failed: cannot find Dockerfile at specified path.","docker_build_failed","Ensure Dockerfile exists in the build context directory."
"Build error: docker build returned command not found for RUN npm install.","docker_build_failed","Ensure npm is installed in the base image or use a Node.js base."
"Docker build failed: ADD . /app returned invalid context dir.","docker_build_failed","Correct the path or use COPY instead of ADD."
"Image build error: FROM myregistry/myimage pull access denied.","docker_build_failed","Authenticate to the registry or use a public image."
"docker build step failed: no space left on device when building image.","docker_build_failed","Clean up build cache or increase disk space."
"Build failed: Docker RUN command exited with status 127 (command not found).","docker_build_failed","Ensure the command exists in the base image."
"Docker image build: ERROR could not resolve base image reference.","docker_build_failed","Specify a valid base image reference."
"GitHub Actions failed: The workflow requested node-version 16 but package engines require >=20.","wrong_runtime_version","Update the CI runtime to the version required by the project."
"npm install failed with EBADENGINE Unsupported engine: package requires node >=18 but current node is v14.21.3.","wrong_runtime_version","Use a compatible Node.js version in the workflow."
"Python tests failed: SyntaxError invalid syntax from match statement while runner used Python 3.8.","wrong_runtime_version","Upgrade the CI Python version to match the application's supported runtime."
"Backend dependency install failed because pydantic requires Python >=3.9 but runner is using Python 3.8.","wrong_runtime_version","Set up a supported Python version in CI."
"Maven build failed: release version 17 not supported by current JDK 11 runtime.","wrong_runtime_version","Configure actions/setup-java with the required JDK version."
"CI error: The workflow uses Java 11 but package requires Java 17.","wrong_runtime_version","Update the Java runtime in the GitHub Actions workflow."
"Node version mismatch: workflow specifies 14.x but package.json engines requires >=16.0.0.","wrong_runtime_version","Update Node.js version in the CI workflow."
"Python version error: Tests require Python 3.10 but runner has Python 3.9.","wrong_runtime_version","Configure the Python version in the workflow."
"npm install EBADENGINE: Unsupported engine message nodejs version.","wrong_runtime_version","Update Node.js to the required version."
"Docker build failed: FROM node:14-alpine but package requires node 18+.","wrong_runtime_version","Use a newer Node.js base image in Dockerfile."
"CI job failed: required java version 11 but openjdk-8 was installed.","wrong_runtime_version","Install the correct Java version via actions/setup-java."
"Pipeline failed: Node.js 12 is unsupported. Update to Node.js 16 or higher.","wrong_runtime_version","Set correct Node.js version in workflow file."
"CI job failed with exit code 1 but logs only show process completed unsuccessfully after a custom script.","unknown_failure","Inspect the full job logs and add more specific logging around the failing command."
"Workflow run was cancelled or interrupted before any clear dependency, build, or test error was emitted.","unknown_failure","Rerun the job and check runner availability or timeout settings."
"Pipeline failed with generic non-zero exit status from deploy.sh and no captured stderr output.","unknown_failure","Make the script verbose and capture stderr to identify the root cause."
"Job timed out after 30 minutes while waiting for service readiness without a specific stack trace.","unknown_failure","Increase readiness logging and verify dependent services start correctly."
"CI failed after post-job cleanup with no recognizable package manager, test, Docker, or runtime error pattern.","unknown_failure","Review the complete workflow log and classify once a concrete error message is available."
"Job execution failed with exit status 1 but no error output was captured.","unknown_failure","Enable debug logging to see what caused the failure."
"Pipeline failed: shell script returned non-zero but stdout/stderr are empty.","unknown_failure","Modify script to output diagnostic information on error."
"CI job failure with unknown cause and minimal logging output.","unknown_failure","Add verbose flags and logging to identify the root issue."
"Workflow step failed but no clear error message is visible in the logs.","unknown_failure","Review full logs and add better error handling to the failing step."
"CI runner halted unexpectedly with no traceable error reported.","unknown_failure","Check CI logs and resource usage for clues."
